产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品标题,产品位置,适合人群,产品页面编号,产品url
Nike ACG,BV1050-666,￥269,￥0,灯草粉/欧皮特黄,['均码'],"['柔软保暖，都市和探险两相宜', '其他细节', '针织面料，柔软保暖', '背面扣合设计，可供自由调节贴合效果', '产品细节', '刺绣图案', '面料：100% 聚酯纤维。里料：65%聚酯纤维/35%棉。', '手洗', '显示颜色： 灯草粉/欧皮特黄', '款式： BV1050-666']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/kfsfoitgdgrfzf4oqs2b/acg-可调节运动帽-LP4Hh7.jpg'],可调节运动帽,30,mens,1,https://www.nike.com/cn/t/acg-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-LP4Hh7/BV1050-666

Nike ACG,BV1050-297,￥269,￥0,杏茶色/顶峰白,['均码'],"['柔软保暖，都市和探险两相宜', '其他细节', '针织面料，柔软保暖', '背面扣合设计，可供自由调节贴合效果', '产品细节', '刺绣图案', '面料：100% 聚酯纤维。里料：65%聚酯纤维/35%棉。', '手洗', '显示颜色： 杏茶色/顶峰白', '款式： BV1050-297']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/c7idg0hoox9suukvx11j/acg-可调节运动帽-LP4Hh7.jpg'],可调节运动帽,30,mens,1,https://www.nike.com/cn/t/acg-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-LP4Hh7/BV1050-297

Nike ACG,BV1050-010,￥269,￥0,黑/煤黑,['均码'],"['柔软保暖，都市和探险两相宜', '其他细节', '针织面料，柔软保暖', '背面扣合设计，可供自由调节贴合效果', '产品细节', '刺绣图案', '面料：100% 聚酯纤维。里料：65%聚酯纤维/35%棉。', '手洗', '显示颜色： 黑/煤黑', '款式： BV1050-010']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/fd7cmeytnfvzof56c7r0/acg-可调节运动帽-LP4Hh7.jpg'],可调节运动帽,30,mens,1,https://www.nike.com/cn/t/acg-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-LP4Hh7/BV1050-010

NikeLab Gyakusou,920401-010,￥459,￥0,黑,['均码'],"['温暖随行', '有效遮阳', '其他细节', '正面添加反光热转印标志，塑就醒目外观', '面料/里料：76% 聚酯纤维/19% 棉/4% 锦纶/1% 其他纤维', '手洗', '显示颜色： 黑', '款式： 920401-010', '关于 NikeLab Gyakusou 系列']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/eussxvjvbbieistsc1ur/nikelab-gyakusou-男-女针织帽-5RYoxR.jpg'],男/女针织帽,22,mens,1,https://www.nike.com/cn/t/nikelab-gyakusou-%E7%94%B7-%E5%A5%B3%E9%92%88%E7%BB%87%E5%B8%BD-5RYoxR/920401-010

Nike NRG AW84 Spectrum QS,BV3959-455,￥229,￥0,深宝蓝,['均码'],"['强力速干，出色包覆', '其他细节', '背面可调式扣带打造个性化的贴合感', '五片式拼接设计，耐用舒适', '产品细节', '面料/里料：100% 聚酯纤维。\xa0', '手洗', '显示颜色： 深宝蓝', '款式： BV3959-455']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/isqr4lodmvn8mz3tafvz/nrg-aw84-spectrum-qs-可调节运动帽-G0FLXl.jpg'],可调节运动帽,29,mens,1,https://www.nike.com/cn/t/nrg-aw84-spectrum-qs-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-G0FLXl/BV3959-455

Nike ACG Tailwind,BV1045-121,￥249,￥0,顶峰白/赛车蓝,['均码'],"['时尚设计，轻盈舒适', '其他细节', '塔夫绸面料，轻盈顺滑', '可调式背面扣带，打造个性贴合体验', '产品细节', '刺绣图案', '面料：100% 锦纶。前片里料：91% 聚酯纤维/9% 氨纶。', '手洗', '显示颜色： 顶峰白/赛车蓝', '款式： BV1045-121']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/aoldo7ygq6hj95lidbo2/acg-tailwind-可调节运动帽-ZCWVZP.jpg'],可调节运动帽,32,mens,1,https://www.nike.com/cn/t/acg-tailwind-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-ZCWVZP/BV1045-121

Nike ACG Tailwind,BV1045-010,￥249,￥0,黑/煤黑,['均码'],"['时尚设计，轻盈舒适', '其他细节', '塔夫绸面料，轻盈顺滑', '可调式背面扣带，打造个性贴合体验', '产品细节', '刺绣图案', '面料：100% 锦纶。前片里料：91% 聚酯纤维/9% 氨纶。', '手洗', '显示颜色： 黑/煤黑', '款式： BV1045-010']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/nbagtbdx9qzauu0lxra6/acg-tailwind-可调节运动帽-ZCWVZP.jpg'],可调节运动帽,32,mens,1,https://www.nike.com/cn/t/acg-tailwind-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-ZCWVZP/BV1045-010

Nike ACG Tailwind,BV1045-666,￥249,￥0,灯草粉/欧皮特黄,['均码'],"['时尚设计，轻盈舒适', '其他细节', '塔夫绸面料，轻盈顺滑', '可调式背面扣带，打造个性贴合体验', '产品细节', '刺绣图案', '面料：100% 锦纶。前片里料：91% 聚酯纤维/9% 氨纶。', '手洗', '显示颜色： 灯草粉/欧皮特黄', '款式： BV1045-666']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/p8oc2lhtgvmzwkrztgrr/acg-tailwind-可调节运动帽-ZCWVZP.jpg'],可调节运动帽,32,mens,1,https://www.nike.com/cn/t/acg-tailwind-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-ZCWVZP/BV1045-666

Nike ACG Tailwind,BV1045-741,￥249,￥0,阿马里洛黄/黑,['均码'],"['时尚设计，轻盈舒适', '其他细节', '塔夫绸面料，轻盈顺滑', '可调式背面扣带，打造个性贴合体验', '产品细节', '刺绣图案', '面料：100% 锦纶。前片里料：91% 聚酯纤维/9% 氨纶。', '手洗', '显示颜色： 阿马里洛黄/黑', '款式： BV1045-741']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/p7kr34zlk8dnenmcehqg/acg-tailwind-可调节运动帽-ZCWVZP.jpg'],可调节运动帽,32,mens,1,https://www.nike.com/cn/t/acg-tailwind-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-ZCWVZP/BV1045-741

Jordan Pro Script,AV8448-100,￥249,￥0,白色/黑/松绿,['均码'],"['舒适棉料', '其他细节', '斜纹棉料，舒适非凡', '正面绣有凸起的\xa0“Air Jordan”\xa0图案', '背面按扣设计，可供定制专属贴合感', '产品细节', '面料：100% 棉。前片拼接（背面）：100% 聚酯纤维。', '手洗', '显示颜色： 白色/黑/松绿', '款式： AV8448-100']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/arxvzj2l19omyvjkiph0/jordan-pro-script-运动帽-tfzkLq.jpg'],运动帽,34,mens,1,https://www.nike.com/cn/t/jordan-pro-script-%E8%BF%90%E5%8A%A8%E5%B8%BD-tfzkLq/AV8448-100

Nike Sportswear Tailwind Floral,AV6717-072,￥229,￥0,浅骨,['均码'],"['花卉魅力', '其他细节', '聚酯纤维面料，轻盈透气', '背面扣带搭配夹扣设计，打造稳固的个性化贴合感', '正面饰有丝网印制的 Nike 块状标志', '花卉印花设计，带来别样街头风采', '产品细节', '面料：100% 聚酯纤维。里料：91% 聚酯纤维/9% 氨纶。', '手洗', '显示颜色： 浅骨色', '款式： AV6717-072']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/jksckzpjzvzi8e6isbiv/sportswear-tailwind-floral-可调节运动帽-BJ1Lmt.jpg'],可调节运动帽,38,mens,1,https://www.nike.com/cn/t/sportswear-tailwind-floral-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-BJ1Lmt/AV6717-072

Jordan Pro Script,AV8448-010,￥249,￥0,黑/大学红/松绿,['均码'],"['舒适棉料', '其他细节', '斜纹棉料，舒适非凡', '正面绣有凸起的\xa0“Air Jordan”\xa0图案', '背面按扣设计，可供定制专属贴合感', '产品细节', '面料：100% 棉。前片拼接（背面）：100% 聚酯纤维。', '手洗', '显示颜色： 黑/大学红/松绿', '款式： AV8448-010']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/resrs9zmgof7ftqqayii/jordan-pro-script-运动帽-tfzkLq.jpg'],运动帽,34,mens,1,https://www.nike.com/cn/t/jordan-pro-script-%E8%BF%90%E5%8A%A8%E5%B8%BD-tfzkLq/AV8448-010

Nike Sportswear Tailwind Floral,AV6717-010,￥229,￥0,黑,['均码'],"['花卉魅力', '其他细节', '聚酯纤维面料，轻盈透气', '背面扣带搭配夹扣设计，打造稳固的个性化贴合感', '正面饰有丝网印制的 Nike 块状标志', '花卉印花设计，带来别样街头风采', '产品细节', '面料：100% 聚酯纤维。里料：91% 聚酯纤维/9% 氨纶。', '手洗', '显示颜色： 黑', '款式： AV6717-010']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/fzow2qfsdh6v0krvsjc8/sportswear-tailwind-floral-可调节运动帽-BJ1Lmt.jpg'],可调节运动帽,38,mens,1,https://www.nike.com/cn/t/sportswear-tailwind-floral-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-BJ1Lmt/AV6717-010

Nike Sportswear Tailwind Floral,AV6717-475,￥229,￥0,暗蓝黑/白,['均码'],"['花卉魅力', '其他细节', '聚酯纤维面料，轻盈透气', '背面扣带搭配夹扣设计，打造稳固的个性化贴合感', '正面饰有丝网印制的 Nike 块状标志', '花卉印花设计，带来别样街头风采', '产品细节', '面料：100% 聚酯纤维。里料：91% 聚酯纤维/9% 氨纶。', '手洗', '显示颜色： 暗蓝黑/白色', '款式： AV6717-475']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/rmckx3v5iy6yyngghqab/sportswear-tailwind-floral-可调节运动帽-BJ1Lmt.jpg'],可调节运动帽,38,mens,1,https://www.nike.com/cn/t/sportswear-tailwind-floral-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-BJ1Lmt/AV6717-475

Nike Sportswear Pro Swoosh,639534-728,￥199,￥0,阿马里洛黄/黑曜石色/黑曜石,['均码'],"['现代风范，专属舒适体验', '其他细节', '六片式拼接设计搭配衬里镶边，塑就舒适穿戴感受', '刺绣孔眼提升透气效果', '可调节背面按扣，打造专属贴合感', '产品细节', '正面添加刺绣 Swoosh 标志', '面料/前片拼接（正面）：100% 聚酯纤维。前片拼接（背面）：80% 聚酯纤维/20% 棉。下帽檐：100% 棉。', '手洗', '显示颜色： 阿马里洛黄/黑曜石色/黑曜石色', '款式： 639534-728']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/mwrqvsnfnnjwwaqkia72/sportswear-pro-swoosh-可调节运动帽-48k3bx.jpg'],可调节运动帽,40,mens,1,https://www.nike.com/cn/t/sportswear-pro-swoosh-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-48k3bx/639534-728

Nike Air Pro Classic,AV6699-101,￥199,￥0,白色/黑,['均码'],"['经典按扣式扣带', '其他细节', '斜纹面料干爽耐用，帮助保持舒适', '刺绣孔眼，提升透气性', '按扣式扣带设计，打造可调式个性化贴合感', '产品细节', '面料：100% 聚酯纤维。前片拼接（背面）：92% 聚酯纤维/8% 棉。下帽檐：100% 棉。', '手洗', '显示颜色： 白色/黑', '款式： AV6699-101']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/rm1llb6ojedfguqrklhn/air-pro-classic-可调节运动帽-b78Sm9.jpg'],可调节运动帽,41,mens,1,https://www.nike.com/cn/t/air-pro-classic-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-b78Sm9/AV6699-101

Nike Air Pro Classic,AV6699-687,￥199,￥0,健身红/深藏青,['均码'],"['经典按扣式扣带', '其他细节', '斜纹面料干爽耐用，帮助保持舒适', '刺绣孔眼，提升透气性', '按扣式扣带设计，打造可调式个性化贴合感', '产品细节', '面料：100% 聚酯纤维。前片拼接（背面）：92% 聚酯纤维/8% 棉。下帽檐：100% 棉。', '手洗', '显示颜色： 健身红/深藏青', '款式： AV6699-687']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/cfjv1xsnufovebwiwhyq/air-pro-classic-可调节运动帽-b78Sm9.jpg'],可调节运动帽,41,mens,1,https://www.nike.com/cn/t/air-pro-classic-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-b78Sm9/AV6699-687

Nike Sportswear Featherlight,CD6330-100,￥229,￥0,白色/队橙,['均码'],"['非凡舒适透气性能', '其他细节', '轻盈面料，舒适透气', '产品细节', '面料/里料：100% 聚酯纤维', '手洗', '显示颜色： 白色/队橙', '款式： CD6330-100']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/vlwxaej4sv5ugmtxiyis/sportswear-featherlight-可调节运动帽-XJS2mD.jpg'],可调节运动帽,42,mens,1,https://www.nike.com/cn/t/sportswear-featherlight-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-XJS2mD/CD6330-100

Nike Sportswear Pro Swoosh,639534-439,￥199,￥0,力量靛青/松绿/白,['均码'],"['现代风范，专属舒适体验', '其他细节', '六片式拼接设计搭配衬里镶边，塑就舒适穿戴感受', '刺绣孔眼提升透气效果', '可调节背面按扣，打造专属贴合感', '产品细节', '正面添加刺绣 Swoosh 标志', '面料/前片拼接（正面）：100% 聚酯纤维。前片拼接（背面）：80% 聚酯纤维/20% 棉。下帽檐：100% 棉。', '手洗', '显示颜色： 力量靛青/松绿/白色', '款式： 639534-439']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/imcxasps8pfi9ekeikwm/sportswear-pro-swoosh-可调节运动帽-48k3bx.jpg'],可调节运动帽,40,mens,1,https://www.nike.com/cn/t/sportswear-pro-swoosh-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-48k3bx/639534-439

Nike Air Pro Classic,AV6699-010,￥199,￥0,黑/白,['均码'],"['经典按扣式扣带', '其他细节', '斜纹面料干爽耐用，帮助保持舒适', '刺绣孔眼，提升透气性', '按扣式扣带设计，打造可调式个性化贴合感', '产品细节', '面料：100% 聚酯纤维。前片拼接（背面）：92% 聚酯纤维/8% 棉。下帽檐：100% 棉。', '手洗', '显示颜色： 黑/白色', '款式： AV6699-010']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/azjtllzmvmykjw9xlmmf/air-pro-classic-可调节运动帽-b78Sm9.jpg'],可调节运动帽,41,mens,1,https://www.nike.com/cn/t/air-pro-classic-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-b78Sm9/AV6699-010

Nike Sportswear Featherlight,CD6330-060,￥229,￥0,煤黑/黑,['均码'],"['非凡舒适透气性能', '其他细节', '轻盈面料，舒适透气', '产品细节', '面料/里料：100% 聚酯纤维', '手洗', '显示颜色： 煤黑/黑', '款式： CD6330-060']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/kslsl0gvpj3hn4ftggvc/sportswear-featherlight-可调节运动帽-XJS2mD.jpg'],可调节运动帽,42,mens,1,https://www.nike.com/cn/t/sportswear-featherlight-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-XJS2mD/CD6330-060

"Jordan Pro ""He Got Game"" XIII",AA1314-091,￥169,￥249,碳素灰/大学红,['均码'],"['休闲舒适', '其他细节', '六片式拼接设计，缔造经典贴合感', '刺绣孔眼，提升透气效果', '背面可调节扣合设计，打造专属舒适感', '产品细节', '面料：100% 聚酯纤维。前片拼接（背面）：80% 聚酯纤维/20% 棉。上帽檐：合成革。下帽檐：100% 棉。', '不可洗涤', '显示颜色： 碳素灰/大学红', '款式： AA1314-091']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/nd28sm7lflar3ubre1ln/jordan-pro-he-got-game-13-可调节运动帽-ZvW890.jpg'],可调节运动帽,47,mens,1,https://www.nike.com/cn/t/jordan-pro-he-got-game-13-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-ZvW890/AA1314-091

"Jordan Pro ""He Got Game"" XIII",AA1314-405,￥169,￥249,皇家蓝/白,['均码'],"['休闲舒适', '其他细节', '六片式拼接设计，缔造经典贴合感', '刺绣孔眼，提升透气效果', '背面可调节扣合设计，打造专属舒适感', '产品细节', '面料：100% 聚酯纤维。前片拼接（背面）：80% 聚酯纤维/20% 棉。上帽檐：合成革。下帽檐：100% 棉。', '不可洗涤', '显示颜色： 皇家蓝/白色', '款式： AA1314-405']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/mboa2ityluv5vsvdwy84/jordan-pro-he-got-game-13-可调节运动帽-ZvW890.jpg'],可调节运动帽,47,mens,1,https://www.nike.com/cn/t/jordan-pro-he-got-game-13-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-ZvW890/AA1314-405

"Jordan Pro ""He Got Game"" XIII",AA1314-010,￥169,￥249,黑/白,['均码'],"['休闲舒适', '其他细节', '六片式拼接设计，缔造经典贴合感', '刺绣孔眼，提升透气效果', '背面可调节扣合设计，打造专属舒适感', '产品细节', '面料：100% 聚酯纤维。前片拼接（背面）：80% 聚酯纤维/20% 棉。上帽檐：合成革。下帽檐：100% 棉。', '不可洗涤', '显示颜色： 黑/白色', '款式： AA1314-010']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/mnaijechdpeptqczag2g/jordan-pro-he-got-game-13-可调节运动帽-ZvW890.jpg'],可调节运动帽,47,mens,1,https://www.nike.com/cn/t/jordan-pro-he-got-game-13-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-ZvW890/AA1314-010

Jordan Cuffed,AA1297-091,￥189,￥249,碳素灰,['均码'],"['舒适御寒', '其他细节', '针织面料，柔软保暖', '翻边设计塑就舒适贴合感', '产品细节', '面料/里料：80% 聚酯纤维/20% 棉', '手洗', '产品细节', '面料/里料：80% 聚酯纤维/20% 棉', '手洗', '显示颜色： 碳素灰', '款式： AA1297-091']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/uykzxjhgsax7tze6h8f9/jordan-cuffed-针织帽-RPKF3g.jpg'],针织帽,48,mens,1,https://www.nike.com/cn/t/jordan-cuffed-%E9%92%88%E7%BB%87%E5%B8%BD-RPKF3g/AA1297-091

Jordan Pro Shield,AA5748-072,￥199,￥299,浅骨色/白,"['M', 'L', 'XL']","['温暖包覆', '其他细节', '不易撕裂面料经久耐用', '起绒耳部护翼，营造温暖包覆效果', '可调式设计，缔造专属贴合感', '产品细节', '面料：100% 聚酯纤维。里料/填充物：100% 聚酯纤维。', '可机洗', '显示颜色： 浅骨色/白色', '款式： AA5748-072']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/pu5trpovr8bkwgegizce/jordan-pro-shield-可调节运动帽-fmPQQR.jpg'],可调节运动帽,49,mens,1,https://www.nike.com/cn/t/jordan-pro-shield-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-fmPQQR/AA5748-072

Jordan Cuffed,AA1297-010,￥189,￥249,黑,['均码'],"['舒适御寒', '其他细节', '针织面料，柔软保暖', '翻边设计塑就舒适贴合感', '产品细节', '面料/里料：80% 聚酯纤维/20% 棉', '手洗', '产品细节', '面料/里料：80% 聚酯纤维/20% 棉', '手洗', '显示颜色： 黑', '款式： AA1297-010']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/sfbjzwcv6npoz8holv2x/jordan-cuffed-针织帽-RPKF3g.jpg'],针织帽,48,mens,1,https://www.nike.com/cn/t/jordan-cuffed-%E9%92%88%E7%BB%87%E5%B8%BD-RPKF3g/AA1297-010

Jordan Pro Shield,AA5748-010,￥199,￥299,黑/白,"['M', 'L', 'XL']","['温暖包覆', '其他细节', '不易撕裂面料经久耐用', '起绒耳部护翼，营造温暖包覆效果', '可调式设计，缔造专属贴合感', '产品细节', '面料：100% 聚酯纤维。里料/填充物：100% 聚酯纤维。', '可机洗', '显示颜色： 黑/白色', '款式： AA5748-010']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/qwr8whdrto5blowscp7n/jordan-pro-shield-可调节运动帽-fmPQQR.jpg'],可调节运动帽,49,mens,1,https://www.nike.com/cn/t/jordan-pro-shield-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-fmPQQR/AA5748-010

Nike Sportswear,925417-246,￥139,￥209,暗赤褐/暗赤褐,['均码'],"['舒适御寒', '其他细节', '蜂巢式针织图案，塑就纹理外观和质感', '罗纹帽口稳固贴合，营造出色保暖效果', '帽口缝有 Nike 企业标志贴片', '产品细节', '面料：100% 腈纶', '手洗', '显示颜色： 暗赤褐/暗赤褐', '款式： 925417-246']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/d8moiowvkmq0v14bnx6j/sportswear-针织帽-g0MP7H.jpg'],针织帽,50,mens,1,https://www.nike.com/cn/t/sportswear-%E9%92%88%E7%BB%87%E5%B8%BD-g0MP7H/925417-246

Nike Sportswear,925417-010,￥139,￥209,黑/黑,['均码'],"['舒适御寒', '其他细节', '蜂巢式针织图案，塑就纹理外观和质感', '罗纹帽口稳固贴合，营造出色保暖效果', '帽口缝有 Nike 企业标志贴片', '产品细节', '面料：100% 腈纶', '手洗', '显示颜色： 黑/黑', '款式： 925417-010']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/jdjtldbha3l89y8snicj/sportswear-针织帽-g0MP7H.jpg'],针织帽,50,mens,1,https://www.nike.com/cn/t/sportswear-%E9%92%88%E7%BB%87%E5%B8%BD-g0MP7H/925417-010

Nike AeroBill Pro,891286-325,￥169,￥249,军裤卡其/帆布橄榄绿/黑,['均码'],"['透气舒适', '其他细节', 'Nike AeroBill 技术，实现出众透气性和舒适速干性', '可调式按扣设计，打造专属舒适感', '六片式拼接设计，实现出色耐用性', '产品细节', '面料/拼接背面部分：100% 聚酯纤维。前片拼接（背面）：92% 聚酯纤维/8% 棉。', '手洗', '显示颜色： 军裤卡其/帆布橄榄绿/黑', '款式： 891286-325']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/jzlnzfs95fockj8hxnah/aerobill-pro-可调节运动帽-S4vCxZ.jpg'],可调节运动帽,54,mens,1,https://www.nike.com/cn/t/aerobill-pro-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-S4vCxZ/891286-325

Nike AeroBill Pro,891286-010,￥169,￥249,黑/黑/白,['均码'],"['透气舒适', '其他细节', 'Nike AeroBill 技术，实现出众透气性和舒适速干性', '可调式按扣设计，打造专属舒适感', '六片式拼接设计，实现出色耐用性', '产品细节', '面料/拼接背面部分：100% 聚酯纤维。前片拼接（背面）：92% 聚酯纤维/8% 棉。', '手洗', '显示颜色： 黑/黑/白色', '款式： 891286-010']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/jnh3xj5cb2jvgpdrnmyo/aerobill-pro-可调节运动帽-S4vCxZ.jpg'],可调节运动帽,54,mens,1,https://www.nike.com/cn/t/aerobill-pro-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-S4vCxZ/891286-010

