产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品标题,产品位置,适合人群,产品页面编号,产品url
Nike ACG,AV4775-381,￥199,￥0,晶洞水鸭青,['all'],"['舒适御寒', 'Nike ACG 针织帽采用柔软保暖面料，赋予舒适贴合的佩戴体验。', '其他细节', '针织面料，柔软保暖', '翻边设计塑就舒适贴合感', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/ka7vvx1qvafpufp3d7h0/acg-针织帽-nNWB5x.jpg'],针织帽,18,womens,2,https://www.nike.com/cn/t/acg-%E9%92%88%E7%BB%87%E5%B8%BD-nNWB5x/AV4775-381
NikeLab Pro,AV4781-277,￥199,￥0,麦芽棕/暗褐,['all'],"['工装风格', '当工装材料邂逅运动服风格，会擦出什么火花？NikeLab Pro 运动帽采用耐用棉帆布面料，搭配灯芯绒细节和 Carhartt 品牌标志。', '其他细节', '背面扣带设计，可供调节贴合感', '高帽冠设计，塑就经典外观', '帽身主体采用帆布面料，耐用柔软', '灯芯绒帽檐，带来对比效果', '产品细节', '面料：100% 棉。前片拼接（背面）：92% 聚酯纤维/8% 棉。', '手洗', '显示颜色： 麦芽棕/暗褐', '款式： AV4781-277', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击此', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/cozvqh0fwzaejifr8cxp/nikelab-pro-运动帽-407n5F.jpg'],运动帽,19,womens,2,https://www.nike.com/cn/t/nikelab-pro-%E8%BF%90%E5%8A%A8%E5%B8%BD-407n5F
NikeLab H86,BV3032-451,￥229,￥0,黑曜石色/白色,['all'],"['经典邂逅灯芯绒', 'NikeLab H86 JDI 运动帽的正面中央绣有经典标语，搭配灯芯绒元素，带来工装风范。', '其他细节', '正面绣有\xa0“Just Do It.”', '每块拼接均配置孔眼，帮助保持凉爽', '产品细节', '面料/帽檐：100% 棉。前片里料拼接：65% 聚酯纤维/35% 棉。', '手洗', '显示颜色： 黑曜石色/白色', '款式： BV3032-451', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/bpodzwibqcu0fvkpecyr/nikelab-h86-jdi-运动帽-vsjg7t.jpg'],JDI 运动帽,20,womens,2,https://www.nike.com/cn/t/nikelab-h86-jdi-%E8%BF%90%E5%8A%A8%E5%B8%BD-vsjg7t/BV3032-451
NikeLab H86,BV3032-100,￥229,￥0,白色/黑,['all'],"['经典邂逅灯芯绒', 'NikeLab H86 JDI 运动帽的正面中央绣有经典标语，搭配灯芯绒元素，带来工装风范。', '其他细节', '正面绣有\xa0“Just Do It.”', '每块拼接均配置孔眼，帮助保持凉爽', '产品细节', '面料/帽檐：100% 棉。前片里料拼接：65% 聚酯纤维/35% 棉。', '手洗', '显示颜色： 白色/黑', '款式： BV3032-100', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/nh1c6to35tysctxgvtuj/nikelab-h86-jdi-运动帽-vsjg7t.jpg'],JDI 运动帽,20,womens,2,https://www.nike.com/cn/t/nikelab-h86-jdi-%E8%BF%90%E5%8A%A8%E5%B8%BD-vsjg7t/BV3032-100
NikeLab H86,BV3032-010,￥229,￥0,黑/白色,['all'],"['经典邂逅灯芯绒', 'NikeLab H86 JDI 运动帽的正面中央绣有经典标语，搭配灯芯绒元素，带来工装风范。', '其他细节', '正面绣有\xa0“Just Do It.”', '每块拼接均配置孔眼，帮助保持凉爽', '产品细节', '面料/帽檐：100% 棉。前片里料拼接：65% 聚酯纤维/35% 棉。', '手洗', '显示颜色： 黑/白色', '款式： BV3032-010', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/go4fwtyqpk88njab10kh/nikelab-h86-jdi-运动帽-vsjg7t.jpg'],JDI 运动帽,20,womens,2,https://www.nike.com/cn/t/nikelab-h86-jdi-%E8%BF%90%E5%8A%A8%E5%B8%BD-vsjg7t/BV3032-010
Jordan CNY,CD9067-010,￥249,￥0,黑/健身红/金属金,['all'],"['庆贺之作，温暖舒适', 'Jordan CNY Cuffed 针织帽巧搭设计灵感源自中国传统拼布的隐藏式图案，帮助保持温暖，同时庆贺中国新年和猪年的到来。', '其他细节', '腈纶面料，柔软保暖', '内里图案的设计灵感源自中国传统拼布', '帽口标签饰有猪年汉字', '产品细节', '面料/里料：100% 腈纶。下部里料：100% 聚酯纤维。', '手洗', '显示颜色： 黑/健身红/金属金', '款式： CD9067-010', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击此', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/kdhsta6jw4nam698fm1a/jordan-cny-cuffed-针织帽-s5h10N.jpg'],Cuffed 针织帽,21,womens,2,https://www.nike.com/cn/t/jordan-cny-cuffed-%E9%92%88%E7%BB%87%E5%B8%BD-s5h10N
Nike NRG AW84,882767-013,￥229,￥0,黑/黑/白色/黑,['all'],"['舒适速干', 'Nike NRG AW84 可调节运动帽采用速干面料，令你畅享干爽舒适的佩戴感受。', '其他细节', 'Dri-FIT 技术，帮助保持干爽舒适', 'AeroBill 科技，缔造轻盈透气表现', '背面可调式扣带打造个性化的贴合感', '五片式拼接设计，舒适耐用', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/hmbvkbrtj0czzzylaqyp/nrg-aw84-可调节运动帽-j9VY1w.jpg'],可调节运动帽,22,womens,2,https://www.nike.com/cn/t/nrg-aw84-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-j9VY1w/882767-013
Nike NRG AW84,882767-101,￥229,￥0,白色/黑/白色/白色,['all'],"['舒适速干', 'Nike NRG AW84 可调节运动帽采用速干面料，令你畅享干爽舒适的佩戴感受。', '其他细节', 'Dri-FIT 技术，帮助保持干爽舒适', 'AeroBill 科技，缔造轻盈透气表现', '背面可调式扣带打造个性化的贴合感', '五片式拼接设计，舒适耐用', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/wyehzsgppc9qugerpqik/nrg-aw84-可调节运动帽-j9VY1w.jpg'],可调节运动帽,22,womens,2,https://www.nike.com/cn/t/nrg-aw84-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-j9VY1w/882767-101
Nike NRG AW84,882767-100,￥229,￥0,白色/黑,['all'],"['舒适速干', 'Nike NRG AW84 可调节运动帽采用速干面料，令你畅享干爽舒适的佩戴感受。', '其他细节', 'Dri-FIT 技术，帮助保持干爽舒适', 'AeroBill 科技，缔造轻盈透气表现', '背面可调式扣带打造个性化的贴合感', '五片式拼接设计，舒适耐用', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/qfsdnsadv9uhadwsym2l/nrg-aw84-可调节运动帽-j9VY1w.jpg'],可调节运动帽,22,womens,2,https://www.nike.com/cn/t/nrg-aw84-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-j9VY1w/882767-100
Nike NRG AW84,882767-439,￥229,￥0,钴蓝色/黑,['all'],"['舒适速干', 'Nike NRG AW84 可调节运动帽采用速干面料，令你畅享干爽舒适的佩戴感受。', '其他细节', 'Dri-FIT 技术，帮助保持干爽舒适', 'AeroBill 科技，缔造轻盈透气表现', '背面可调式扣带打造个性化的贴合感', '五片式拼接设计，舒适耐用', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/mrjgvs787lny3tzekwrx/nrg-aw84-可调节运动帽-j9VY1w.jpg'],可调节运动帽,22,womens,2,https://www.nike.com/cn/t/nrg-aw84-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-j9VY1w/882767-439
Nike NRG AW84,882767-011,￥229,￥0,黑/黑,['all'],"['舒适速干', 'Nike NRG AW84 可调节运动帽采用速干面料，令你畅享干爽舒适的佩戴感受。', '其他细节', 'Dri-FIT 技术，帮助保持干爽舒适', 'AeroBill 科技，缔造轻盈透气表现', '背面可调式扣带打造个性化的贴合感', '五片式拼接设计，舒适耐用', '产品细节', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/xg1ywcqgnln8lkay2rft/nrg-aw84-可调节运动帽-j9VY1w.jpg'],可调节运动帽,22,womens,2,https://www.nike.com/cn/t/nrg-aw84-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-j9VY1w/882767-011
Jordan AW84 Jumpman Singles' Day,CD0981-657,￥249,￥0,大学红/白色,['all'],"['舒适透气', ""Jordan AW84 Jumpman Singles' Day\xa0可调节运动帽的设计灵感源自中国庆祝单身生活的流行节日，采用透气面料打造，帮助保持干爽舒适。巧搭经典 Jordan 细节，重塑元年款 AW84 跑步运动帽的经典设计。"", '其他细节', '透气面料，帮助保持干爽舒适', '背面可调式扣带，打造个性化贴合感受', '五片式拼接设计，耐用舒适', '产品细节', '面料：100% 聚酯纤维。前片里料拼接：65% 聚酯纤维/35% 棉。', '手洗', '显示颜色： 大学红/白色', '款式： CD0981-657', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击此', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/hdnvnzorpio0shb6nxvf/jordan-aw84-jumpman-singles-day-可调节运动帽-Srmgsn.jpg'],可调节运动帽,23,womens,2,https://www.nike.com/cn/t/jordan-aw84-jumpman-singles-day-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-Srmgsn
Nike Sportswear Tailwind,AV4783-010,￥199,￥0,黑/迷彩绿,['all'],"['时尚设计，轻盈舒适', 'Nike Sportswear Tailwind 迷彩运动帽采用轻质设计巧搭迷彩印花和 Carhartt 品牌标志。', '\xa0', '其他细节', '不易撕裂面料，轻盈耐用', '产品细节', 'Carhartt 品牌标志', '面料：100% 棉。上帽檐/拼接：100% 锦纶。前片里料：91% 聚酯纤维/9% 氨纶。', '手洗', '显示颜色： 黑/迷彩绿', '款式： AV4783-010', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击此', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/bvvrq4upbvnbnzlvjevj/sportswear-tailwind-迷彩运动帽-cNPSDt.jpg'],迷彩运动帽,24,womens,2,https://www.nike.com/cn/t/sportswear-tailwind-%E8%BF%B7%E5%BD%A9%E8%BF%90%E5%8A%A8%E5%B8%BD-cNPSDt
Nike NRG AW84 Spectrum QS,BV3959-455,￥229,￥0,深宝蓝,['all'],"['强力速干，出色包覆', 'Nike NRG AW84 Spectrum QS 可调节运动帽采用速干面料，令你畅享干爽舒适的佩戴感受。', '其他细节', '背面可调式扣带打造个性化的贴合感', '五片式拼接设计，耐用舒适', '产品细节', '面料/里料：100% 聚酯纤维。\xa0', '手洗', '显示颜色： 深宝蓝', '款式： BV3959-455']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/isqr4lodmvn8mz3tafvz/nrg-aw84-spectrum-qs-可调节运动帽-G0FLXl.jpg'],可调节运动帽,25,womens,2,https://www.nike.com/cn/t/nrg-aw84-spectrum-qs-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-G0FLXl/BV3959-455
Nike NRG AW84 Spectrum QS,BV3959-547,￥229,￥0,庭紫,['all'],"['强力速干，出色包覆', 'Nike NRG AW84 Spectrum QS 可调节运动帽采用速干面料，令你畅享干爽舒适的佩戴感受。', '其他细节', '背面可调式扣带打造个性化的贴合感', '五片式拼接设计，耐用舒适', '产品细节', '面料/里料：100% 聚酯纤维。\xa0', '手洗', '显示颜色： 庭紫', '款式： BV3959-547']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/ssrctghfsrgsuqu7nppx/nrg-aw84-spectrum-qs-可调节运动帽-G0FLXl.jpg'],可调节运动帽,25,womens,2,https://www.nike.com/cn/t/nrg-aw84-spectrum-qs-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-G0FLXl/BV3959-547
Nike Sportswear Pro Swoosh,639534-011,￥199,￥0,黑/松绿/黑/白色,['all'],"['现代风范，专属舒适体验', 'Nike Sportswear Pro Swoosh 可调节运动帽依托平檐设计与 3D 刺绣元素，革新演绎经典运动风范，结合按扣式扣带设计，可供打造个性化专属贴合效果。', '其他细节', '六片式拼接设计搭配衬里镶边，塑就舒适穿戴感受', '刺绣孔眼提升透气效果', '可调节背面按扣，打造专属贴合感', '产品细节', '正面添加刺绣 Swoosh 标志', '面料/前片拼接（正面）：100% 聚酯纤维。前片拼接（背面）：80% 聚酯纤维/20% 棉。下帽檐：100% 棉。', '手洗', '显示颜色： 黑/松绿/黑/白色', '款式： 639534-011', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/kt7iszd9oudwmglhw1yv/sportswear-pro-swoosh-可调节运动帽-PLczM3.jpg'],可调节运动帽,26,womens,2,https://www.nike.com/cn/t/sportswear-pro-swoosh-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-PLczM3
Nike Logo,AC9667-010,￥109,￥0,黑/白色,['all'],"['弹性舒适 ', 'Nike Logo 头带（1 条）采用弹性结构搭配内侧硅胶设计，缔造稳固贴合的舒适佩戴体验。', '其他细节', '弹性材质设计，有助稳固头带', '富有纹理的硅胶设计，有效减少头发干扰脸部', '产品细节', '周长：约 44 厘米', '面料：聚酯纤维/锦纶/氨纶/硅胶', '可机洗', '显示颜色： 黑/白色', '款式： AC9667-010', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击此', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/ot11dc2dqfpazdcemnih/logo-头带（1-条）-pm0qzW.jpg'],头带（1 条）,27,womens,2,https://www.nike.com/cn/t/logo-%E5%A4%B4%E5%B8%A6%EF%BC%881-%E6%9D%A1%EF%BC%89-pm0qzW
Jordan Pro Script,AV8448-010,￥249,￥0,黑/大学红/松绿,['all'],"['舒适棉料', 'Jordan Pro Script 运动帽以经典外观再现 MJ 职业篮球生涯的出众风采。', '其他细节', '斜纹棉料，舒适非凡', '正面绣有凸起的\xa0“Air Jordan”\xa0图案', '背面按扣设计，可供定制专属贴合感', '产品细节', '面料：100% 棉。前片拼接（背面）：100%\xa0聚酯纤维。', '手洗', '显示颜色： 黑/大学红/松绿', '款式： AV8448-010', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击此', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/resrs9zmgof7ftqqayii/jordan-pro-script-运动帽-tfzkLq.jpg'],运动帽,28,womens,2,https://www.nike.com/cn/t/jordan-pro-script-%E8%BF%90%E5%8A%A8%E5%B8%BD-tfzkLq/AV8448-010
Jordan Pro Script,AV8448-100,￥249,￥0,白色/黑/松绿,['all'],"['舒适棉料', 'Jordan Pro Script 运动帽以经典外观再现 MJ 职业篮球生涯的出众风采。', '其他细节', '斜纹棉料，舒适非凡', '正面绣有凸起的\xa0“Air Jordan”\xa0图案', '背面按扣设计，可供定制专属贴合感', '产品细节', '面料：100% 棉。前片拼接（背面）：100%\xa0聚酯纤维。', '手洗', '显示颜色： 白色/黑/松绿', '款式： AV8448-100', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击此', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/arxvzj2l19omyvjkiph0/jordan-pro-script-运动帽-tfzkLq.jpg'],运动帽,28,womens,2,https://www.nike.com/cn/t/jordan-pro-script-%E8%BF%90%E5%8A%A8%E5%B8%BD-tfzkLq/AV8448-100
Nike Sportswear H86,BV7720-650,￥229,￥0,大学红/黑,['all'],"['出众风范，纪念之作', 'Nike Sportswear H86 可调节运动帽的正面饰有刺绣字样，旨在庆贺猪年的到来，背面搭配 Swoosh 标志，演绎出众风范。\xa0 背面搭配可调节扣合设计，打造专属贴合感，演绎致敬之作。', '其他细节', '经典六片式拼接设计，舒适贴合', '刺绣眼孔，营造透气性', '产品细节', '面料/里料：100% 聚酯纤维', '手洗', '显示颜色： 大学红/黑', '款式： BV7720-650', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击此', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/ao7xcqiqtwtaaomtuxzo/sportswear-h86-可调节运动帽-ZSMJDN.jpg'],可调节运动帽,29,womens,2,https://www.nike.com/cn/t/sportswear-h86-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-ZSMJDN/BV7720-650
Nike Sportswear H86,BV7720-010,￥229,￥0,黑/大学红,['all'],"['出众风范，纪念之作', 'Nike Sportswear H86 可调节运动帽的正面饰有刺绣字样，旨在庆贺猪年的到来，背面搭配 Swoosh 标志，演绎出众风范。\xa0 背面搭配可调节扣合设计，打造专属贴合感，演绎致敬之作。', '其他细节', '经典六片式拼接设计，舒适贴合', '刺绣眼孔，营造透气性', '产品细节', '面料/里料：100% 聚酯纤维', '手洗', '显示颜色： 黑/大学红', '款式： BV7720-010', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击此', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/ewqtohuz4pyqcjxi0lhp/sportswear-h86-可调节运动帽-ZSMJDN.jpg'],可调节运动帽,29,womens,2,https://www.nike.com/cn/t/sportswear-h86-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-ZSMJDN/BV7720-010
Nike F.C. Classic 99,AJ6511-010,￥199,￥0,黑/黑,['all'],"['休闲舒适', 'Nike F.C. Classic 99 可调节运动帽采用耐用六片式拼接和可调节扣合设计，缔造专属舒适感。', '其他细节', '经典六片式拼接设计，结实耐久', '可调节按扣式扣带，定制专属舒适感', '刺绣孔眼和网眼后拼接设计，提升透气性', '产品细节', '面料：前片拼接（正面）/帽檐：100% 棉。前片拼接（背面）/侧拼接/后拼接：100% 聚酯纤维。', '手洗', '显示颜色： 黑/黑', '款式： AJ6511-010', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/yknq5ij12hwzrvi5rpvt/f-c-classic-99-可调节运动帽-ls06tM.jpg'],可调节运动帽,30,womens,2,https://www.nike.com/cn/t/f-c-classic-99-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-ls06tM
Nike Sportswear Tailwind Floral,AV6717-475,￥229,￥0,暗蓝黑/白色,['all'],"['花卉魅力', '戴上 Nike Sportswear Tailwind Floral\xa0可调节运动帽，为你的造型添上点睛之笔。采用轻盈聚酯纤维面料，舒适非凡，花卉印花为你的造型增添醒目感和热带格调。', '其他细节', '聚酯纤维面料，轻盈透气', '背面扣带搭配夹扣设计，打造稳固的个性化贴合感', '正面饰有丝网印制的 Nike 块状标志', '花卉印花设计，带来别样街头风采', '产品细节', '面料：100% 聚酯纤维。里料：91% 聚酯纤维/9% 氨纶。', '手洗', '显示颜色： 暗蓝黑/白色', '款式： AV6717-475', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击此', '，获取产品技术说明和穿着注意事项。', '\n\xa0']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/rmckx3v5iy6yyngghqab/sportswear-tailwind-floral-可调节运动帽-BJ1Lmt.jpg'],可调节运动帽,31,womens,2,https://www.nike.com/cn/t/sportswear-tailwind-floral-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-BJ1Lmt/AV6717-475
Nike Sportswear Tailwind Floral,AV6717-072,￥229,￥0,浅骨色,['all'],"['花卉魅力', '戴上 Nike Sportswear Tailwind Floral\xa0可调节运动帽，为你的造型添上点睛之笔。采用轻盈聚酯纤维面料，舒适非凡，花卉印花为你的造型增添醒目感和热带格调。', '其他细节', '聚酯纤维面料，轻盈透气', '背面扣带搭配夹扣设计，打造稳固的个性化贴合感', '正面饰有丝网印制的 Nike 块状标志', '花卉印花设计，带来别样街头风采', '产品细节', '面料：100% 聚酯纤维。里料：91% 聚酯纤维/9% 氨纶。', '手洗', '显示颜色： 浅骨色', '款式： AV6717-072', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击此', '，获取产品技术说明和穿着注意事项。', '\n\xa0']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/jksckzpjzvzi8e6isbiv/sportswear-tailwind-floral-可调节运动帽-BJ1Lmt.jpg'],可调节运动帽,31,womens,2,https://www.nike.com/cn/t/sportswear-tailwind-floral-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-BJ1Lmt/AV6717-072
Nike Sportswear Heritage86 Hyper Femme,AV6887-891,￥249,￥0,队橙,['all'],"['花卉魅力', '戴上 Nike Sportswear Heritage86 Hyper Femme\xa0女子运动帽，带来夺目外观。生机盎然的花卉印花和颜色，尽显应季魅力。', '其他细节', '双面针织面料，顺滑耐穿', '可调式背面固定带，打造个性贴合体验', '刺绣孔眼，提升透气效果', '产品细节', '面料：100% 聚酯纤维。前片里料拼接：65% 聚酯纤维/35% 棉。', '手洗', '显示颜色： 队橙', '款式： AV6887-891', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。如商品介绍内容中包含 Nike Flyknit 或气垫相关信息，请点击此', '，获取产品技术说明和穿着注意事项。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/ylkewlwgg3c9dsujyw6z/sportswear-heritage86-hyper-femme-女子运动帽-h7Kj6D.jpg'],女子运动帽,32,womens,2,https://www.nike.com/cn/t/sportswear-heritage86-hyper-femme-%E5%A5%B3%E5%AD%90%E8%BF%90%E5%8A%A8%E5%B8%BD-h7Kj6D
Nike Sportswear Pro Swoosh,639534-439,￥199,￥0,力量靛青/松绿/白色,['all'],"['现代风范，专属舒适体验', 'Nike Sportswear Pro Swoosh 可调节运动帽依托平檐设计与 3D 刺绣元素，革新演绎经典运动风范，结合按扣式扣带设计，可供打造个性化专属贴合效果。', '其他细节', '六片式拼接设计搭配衬里镶边，塑就舒适穿戴感受', '刺绣孔眼提升透气效果', '可调节背面按扣，打造专属贴合感', '产品细节', '正面添加刺绣 Swoosh 标志', '面料/前片拼接（正面）：100% 聚酯纤维。前片拼接（背面）：80% 聚酯纤维/20% 棉。下帽檐：100% 棉。', '手洗', '显示颜色： 力量靛青/松绿/白色', '款式： 639534-439', '敬请注意，同款但不同配色的商品有可能在材质等方面有些许差异，本页面中的商品介绍内容仅供参考，商品具体信息请以实物为准。']",['https://c.static-nike.com/a/images/t_PDP_1280_v1/f_auto/imcxasps8pfi9ekeikwm/sportswear-pro-swoosh-可调节运动帽-48k3bx.jpg'],可调节运动帽,33,womens,2,https://www.nike.com/cn/t/sportswear-pro-swoosh-%E5%8F%AF%E8%B0%83%E8%8A%82%E8%BF%90%E5%8A%A8%E5%B8%BD-48k3bx
